Date,Author,Verified,Helpful,Title,Body,Rating,Images,Videos,URL,Variation,Style
"Reviewed in the United States on August 24, 2024",inbar zigdon,yes,-,Leak cup,"I am very dissapointed from this stanley cup, especiialy becuse it’s leak and I cant put it my bag. The support ignore my emails over and over.",1,-,-,https://www.amazon.com/gp/customer-reviews/RIE2HOVE7EBAP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CRMP3RQT,B0CP9Z56SW,Size: 40 oz | Color: Rose Quartz 2.0
"Reviewed in the United States on August 22, 2024","MALISIMOOOOO!!!! Me salió chiveado, el termo suda por fuera, se enfría por fuera del metal cosa que no debería pasar, no me dura el hielo ni tampoco el frío MALISIMOOOOO!!!! Me salió chiveado, el termo suda por fuera, se enfría por fuera del metal cosa que no debería pasar, no me dura el hielo ni tampoco el frío ",yes,-,TERMO CHIVEADO,-,1,https://m.media-amazon.com/images/I/61wQbP89TFL.jpg,-,https://www.amazon.com/gp/customer-reviews/R12ZXX199XC9BL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CRMP3RQT,B0CP9Z56SW,Size: 40 oz | Color: Rose Quartz 2.0
"Reviewed in the United States on August 22, 2024",Anna AntonellaAnna Antonella,yes,-,Damaged used item declared as new,I am very upsetI ordered a new Stanley cup and I got a totally damaged and used item. The straw has even mold in it!Totally a no go and not ok!,1,"https://m.media-amazon.com/images/I/61E8smTJaBL.jpg , https://m.media-amazon.com/images/I/61SLuSk3iTL.jpg , https://m.media-amazon.com/images/I/61n0I2Kx9uL.jpg , https://m.media-amazon.com/images/I/71b+k0UPvqL.jpg",-,https://www.amazon.com/gp/customer-reviews/R2T933UMMOEAVM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CRMP3RQT,B0CP9Z56SW,Size: 40 oz | Color: Rose Quartz 2.0
"Reviewed in the United States on August 21, 2024",danielledanielle,yes,-,Doesn’t hold up,I have used this cup maybe a handful of times and the color is wearing off on multiple parts of the cup. I would not recommend this Stanley for the price.,1,https://m.media-amazon.com/images/I/51IclzojoPL.jpg,-,https://www.amazon.com/gp/customer-reviews/R14SM8ADW1UWWK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CRMP3RQT,B0CP9Z56SW,Size: 40 oz | Color: Rose Quartz 2.0
"Reviewed in the United States on August 18, 2024",RITIKA SINGHRITIKA SINGH,yes,-,Dented,Dented.. looks cheap,1,"https://m.media-amazon.com/images/I/61AaIg0+qpL.jpg , https://m.media-amazon.com/images/I/61T6haP141L.jpg",-,https://www.amazon.com/gp/customer-reviews/R2SYXPFT9IXJTI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CRMP3RQT,B0CP9Z56SW,Size: 40 oz | Color: Rose Quartz 2.0
"Reviewed in the United States on September 7, 2024",Elya,yes,-,Crazy leaks,"Just arrived and we ordered straw toppers, but forget about them, because it’s leaks from the side, not even from the straw.",2,-,-,https://www.amazon.com/gp/customer-reviews/R1OSE065E0OYKZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CRMP3RQT,B0CP9Z56SW,Size: 40 oz | Color: Rose Quartz 2.0
"Reviewed in the United States on June 20, 2024",AnnaAnna,yes,-,Obvious flaws,"I bought a new cup, but received one with flaw, you can see it clearly in the picture.",2,https://m.media-amazon.com/images/I/61NUoIR6EFL.jpg,-,https://www.amazon.com/gp/customer-reviews/R2RVSAWX24T8CZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CRMP3RQT,B0CP9Z56SW,Size: 40 oz | Color: Rose Quartz 2.0
"Reviewed in the United States on September 13, 2024",I was very disappointed when I got mine delivered. I ordered two stanleys and of them came with a very bent straw and I can’t drink with it.I was very disappointed when I got mine delivered. I ordered two stanleys and of them came with a very bent straw and I can’t drink with it.,yes,-,Disappointed,I was disappointed to receive one of my stanleys with a bent straw which I can’t drink from.,3,"https://m.media-amazon.com/images/I/61ZnabJOB4L.jpg , https://m.media-amazon.com/images/I/61t10r1K6mL.jpg",-,https://www.amazon.com/gp/customer-reviews/RABK0HKLAQ3DZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CRMP3RQT,B0CP9Z56SW,Size: 40 oz | Color: Rose Quartz 2.0
"Reviewed in the United States on September 4, 2024",Nath martinexNath martinex,yes,-,"Me gusta su color, pero ya se está pelando",El artículo se me está descascarando la pintura y no tengo con el más de dos semanas 🥲,3,https://m.media-amazon.com/images/I/61dwgYyZ6pL.jpg,-,https://www.amazon.com/gp/customer-reviews/R111H5738DROBC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CRMP3RQT,B0CP9Z56SW,Size: 40 oz | Color: Rose Quartz 2.0
"Reviewed in the United States on August 14, 2024",Kaelyn pKaelyn p,yes,-,Mixed feelings,"Ordered less than 1 week ago. First time Stanley purchase… I was SUPER excited. Product arrived and I immediately washed/filled it up. The next day, ice was still in my cup so in that aspect- it’s amazing! I did notice it leak in my car though because it wasn’t all the way upright.I went outside with my kids, set it on the ground to play. It got tipped over (again, on the ground) and damaged the lid. I figured for as much as you pay, it’d be a bit more durable so I’m disappointed in that.",3,https://m.media-amazon.com/images/I/61SqBPYK97L.jpg,-,https://www.amazon.com/gp/customer-reviews/R3HIXLCUUYY4S0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CRMP3RQT,B0CP9Z56SW,Size: 40 oz | Color: Rose Quartz 2.0
"Reviewed in the United States on August 7, 2024",Adolfo PazAdolfo Paz,yes,-,Scuffed product,"This cup showed up scuffed up despite being well boxed, so I suspect it happened prior to boxing. Some scuffs are pretty visible, others are too small for picture but still disappointing nonetheless.",3,"https://m.media-amazon.com/images/I/610qnJ8mkyL.jpg , https://m.media-amazon.com/images/I/71XbKP-lHRL.jpg",-,https://www.amazon.com/gp/customer-reviews/R2357P1DSVCGFH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CRMP3RQT,B0CP9Z56SW,Size: 40 oz | Color: Rose Quartz 2.0
"Reviewed in the United States on August 5, 2024",riri,yes,-,Broken upon arrival,"The cup overall is in good shape, the color, and everything else is nice but the straw arrived broken and unable to be used. I don’t want to go through the entire return process and can simply buy a new straw so I’ll do that. After speaking with Stanley’s support team we came to the conclusion that it’s a shipping issue and not a problem on their end but something i have to take up with amazon.Truly heartbroken to say the least but I’d rather skip the process as a whole.",3,-,-,https://www.amazon.com/gp/customer-reviews/R3301R171SMLV6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CRMP3RQT,B0CP9Z56SW,Size: 40 oz | Color: Rose Quartz 2.0
"Reviewed in the United States on August 4, 2024",April,yes,-,I like this but....,"I just recieved my $45.00 Stanley Cup from Amazon. I opened the shipping box and my cup was wrapped with packaging paper (no box) I immediately noticed 2 small scuffs on the lower portion of the backside (see video) I would not have chosen this particular one, if I picked it off a store shelf. The inside was perfect and no damage to the straw. It is very sturdy and once I use it more I can review it's chill/heat factor. I like the color. It is heavy duty. Other than the 2 scuff marks would have been a better star review.",3,-,-,https://www.amazon.com/gp/customer-reviews/R2VHMAKXEHRMAG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CRMP3RQT,B0CP9Z56SW,Size: 40 oz | Color: Rose Quartz 2.0
"Reviewed in the United States on July 12, 2024",Llego sin caja y con algunos rasguños. Llego sin caja y con algunos rasguños. ,yes,-,No cumplió mis expectativas,"Llego sin caja de Staley, con varios rasguños y sucio.",3,"https://m.media-amazon.com/images/I/61V-jD6BBFL.jpg , https://m.media-amazon.com/images/I/61kgMXVcQyL.jpg",-,https://www.amazon.com/gp/customer-reviews/R14YOHNVV63BCZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CRMP3RQT,B0CP9Z56SW,Size: 40 oz | Color: Rose Quartz 2.0
"Reviewed in the United States on September 9, 2024",BrittneyBrittney,yes,-,Love the color,"I previously was gifted a Stanley cup and loved it so I decided to purchase another color. I really love the pink color! It came with some marks on the cup, which I was able to scrub off with a sponge. It also came not in its own box. Overall I’m excited to use my new Stanley cup.",4,"https://m.media-amazon.com/images/I/51akSUe2dfL.jpg , https://m.media-amazon.com/images/I/61hjovs2zwL.jpg , https://m.media-amazon.com/images/I/71LH0VF5iUL.jpg",-,https://www.amazon.com/gp/customer-reviews/R1XNAPC0DFJAYF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CRMP3RQT,B0CP9Z56SW,Size: 40 oz | Color: Rose Quartz 2.0
"Reviewed in the United States on September 2, 2024",polancobpolancob,yes,-,Llego roto y vivo en RD necesito que me envíen otro,Buen productos de buena calidad pero llego roto,4,"https://m.media-amazon.com/images/I/614l9UBrsdL.jpg , https://m.media-amazon.com/images/I/61ERHWRHNFL.jpg",-,https://www.amazon.com/gp/customer-reviews/R3M4VC2X7VAM8X/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CRMP3RQT,B0CP9Z56SW,Size: 40 oz | Color: Rose Quartz 2.0
"Reviewed in the United States on July 13, 2024",KaliKali,yes,-,Gorgeous!,It’s a good cup! Except it came missing a chunk of its paint ?,4,"https://m.media-amazon.com/images/I/61+Dy4JNioL.jpg , https://m.media-amazon.com/images/I/61HlBITJDnL.jpg",-,https://www.amazon.com/gp/customer-reviews/R3D53C89G22I7L/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CRMP3RQT,B0CP9Z56SW,Size: 40 oz | Color: Rose Quartz 2.0
"Reviewed in the United States on July 2, 2024",Esmeralda guadalupeEsmeralda guadalupe,yes,-,Está en excelente estado,No venía bien empaquetado en su caja solo en una bolsa donde fácil se pudo haber dañado la entrega si fue a tiempo 👍,4,"https://m.media-amazon.com/images/I/61FI-HOaFqL.jpg , https://m.media-amazon.com/images/I/61KX8apb+OL.jpg",-,https://www.amazon.com/gp/customer-reviews/R3P310STYRQZHW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CRMP3RQT,B0CP9Z56SW,Size: 40 oz | Color: Rose Quartz 2.0
"Reviewed in the United States on June 25, 2024",Valentina BocanegraValentina Bocanegra,yes,-,"Great, But Leaks Occasionally","Good product, just as described. Keeps drinks hot or cold for a long time. However, it can leak a bit if not sealed properly. Overall, still a great buy.",4,https://m.media-amazon.com/images/I/71zismpEQyL.jpg,-,https://www.amazon.com/gp/customer-reviews/R3OHQYGW9ZRZE0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CRMP3RQT,B0CP9Z56SW,Size: 40 oz | Color: Rose Quartz 2.0
"Reviewed in the United States on September 6, 2024",cassianecassiane,yes,-,great quality product,great quality product,5,https://m.media-amazon.com/images/I/61FtwBsQ1lL.jpg,-,https://www.amazon.com/gp/customer-reviews/R3SOLBIQMQ70DF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CRMP3RQT,B0CP9Z56SW,Size: 40 oz | Color: Rose Quartz 2.0
"Reviewed in the United States on August 29, 2024",Lu-Mont,yes,-,No conserva el frío como debería. Creo que es copia,"Algo me dice que no es original realmente, no solo no viene en la caja oficial del producto, sino envuelto en papel, sino que no conserva el frío como debería. Supuestamente los hielos duran horas en el termo, pues en este no duran ni 20 minutos. Creo que es una mala copia del original.",2,-,-,https://www.amazon.com/gp/customer-reviews/R5URV6ANTZLLK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CRMP3RQT,B0CP9Z56SW,Size: 40 oz | Color: Rose Quartz 2.0
"Reviewed in the United States on August 21, 2024",MBDS,yes,-,Pretty but not worth it,I’m very confused about all the hype about this cup. I was so excited and I’m disappointed.It’s very pretty and the handle is great! These are the only two things I like about my Stanley.It leaks! It doesn’t matter what you do. I bought a leak proof set from a third party company and it does help but you have to really suck on the straw and I drink a lot of water so it’s not fun.I prefer my non brand cup and it’s half of the price.,2,-,-,https://www.amazon.com/gp/customer-reviews/R100LW2VS2AWV3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CRMP3RQT,B0CP9Z56SW,Size: 40 oz | Color: Rose Quartz 2.0
"Reviewed in the United States on August 26, 2024",Helita,yes,-,It leaks,Not sure if it’s fake but boy does it leak when tipped over. Keeps my ice and water cold for 24hrs though.,3,-,-,https://www.amazon.com/gp/customer-reviews/R2L24172XLMSYQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CRMP3RQT,B0CP9Z56SW,Size: 40 oz | Color: Rose Quartz 2.0
"Reviewed in the United States on September 5, 2024",Caleigh,yes,-,"Great product, but came slightly scuffed and dented which was disappointing.","I’ve had this bottle before and it’s super durable and I love the handle - makes it so easy to carry around. Only problem is that with this specific purchase, the product came damaged. It’s not worth the energy to return it, but I’m assuming someone else returned it prior to me after dropping it, as it’s scuffed and has a dent. Just not as satisfying… having a new water bottle that arrived imperfect 🤷‍♀️",4,-,-,https://www.amazon.com/gp/customer-reviews/R17HOXQ36DYTIR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CRMP3RQT,B0CP9Z56SW,Size: 40 oz | Color: Rose Quartz 2.0
"Reviewed in the United States on September 4, 2024",Alexander Clayton Schmalensee,yes,-,"Nice, but leaks","Cute and trendy cup, but it leaks a lot so I would recommend getting the one with the flippy straw and the handle on the top.",4,-,-,https://www.amazon.com/gp/customer-reviews/R2QPCB4HKGA802/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CRMP3RQT,B0CP9Z56SW,Size: 40 oz | Color: Rose Quartz 2.0
"Reviewed in the United States on September 11, 2024",cstan71cstan71,-,-,Doesn't keep cold and customer service is horrible.,"Within 20 minutes, the entire outside is dripping with condensation and ice is completely melted after 1 - 2 hours.  I also think the 40oz size is too large for my liking and clunky to hold.Figured I got a lemon and was expecting their customer service to be top notch given the premium price they charge for these things...boy was I in for a surprise.  Put in a warranty claim three months after my purchase and I got a notice requesting 2 pictures of the item and they immediately cancelled the service ticket.  Put in another ticket and at first I got a noticed that my claim was approved and they were sending my replacement.  Then I get an email that said they needed 3 pictures, which included the 2 that I had given them (quite confusing).  Replied with the 3rd picture, and then I got a notice that my claim was again cancelled.Come on Stanley!  This is ridiculous.  It shouldn't be as hard as they are making it.  Maybe that is their strategy, be difficult until people just give up.",1,https://m.media-amazon.com/images/I/61H0GiBcQ1L.jpg,-,https://www.amazon.com/gp/customer-reviews/RT5XDWF81B56Y/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CRMP3RQT,B0CP9Z56SW,Size: 40 oz | Color: Rose Quartz 2.0
"Reviewed in the United States on June 17, 2024",Fatima ValenciaFatima Valencia,yes,-,Loved the Stanley but…,"The tumbler was damaged, people will probably say its small scratches and barely noticeable, but as someone with OCD, i cannot keep my eyes away from those marks…. I really loved the tumbler, and the overnight shipping was wonderful, but i just can’t keep this damaged tumbler. I have started the process to get a replacement, and hopefully its not damaged….",3,"https://m.media-amazon.com/images/I/612QU+dJqTL.jpg , https://m.media-amazon.com/images/I/71I+gxQDN6L.jpg",-,https://www.amazon.com/gp/customer-reviews/R54UHURZNL7MN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CRMP3RQT,B0CP9Z56SW,Size: 40 oz | Color: Rose Quartz 2.0
"Reviewed in the United States on August 30, 2024",Amazon Customer,yes,-,Lead in their base!,"I bought one of these, wanting to know what the hype was all about.  I do like the lid design!  I decided to do some research on a product and is BPA free, but almost all Stanley thermals have a small amount of lead in their base.Needless to say, this is going back to Amazon.",1,-,-,https://www.amazon.com/gp/customer-reviews/R3N8X3FHYW41DV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CRMP3RQT,B0CP9Z56SW,Size: 40 oz | Color: Rose Quartz 2.0
Starter Plan or higher is required in order to access reviews beyond 100.,,,,,,,,,,,
