Date,Author,Verified,Helpful,Title,Body,Rating,Images,Videos,URL,Variation,Style
"Reviewed in the United States on September 4, 2024",Nana Anna,yes,-,Keeps ice cold for hours,"This cup really does keep drinks cold for hours.It’s a little on the heavy side.My cup doesn’t sit flat on a table. It rocks some.Of course I could return it for another one but it doesn’t matter to me.  It still does what I bought it for, keeping my water cold even in a hot car.",4,-,-,https://www.amazon.com/gp/customer-reviews/RKHS0AJLDTJAL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CRMP3RQT,B0CP9YB3Q4,Size: 30 oz | Color: Rose Quartz 2.0
"Reviewed in the United States on September 17, 2024",Ronald Gomez,yes,-,Un buen Producto,"Excelente Producto, más de o que esperaba!!!",5,-,-,https://www.amazon.com/gp/customer-reviews/R2T018FNAO2HQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CRMP3RQT,B0CP9YB3Q4,Size: 30 oz | Color: Rose Quartz 2.0
"Reviewed in the United States on September 17, 2024",Nastacia,yes,-,My daughter loves it,I bought this for my daughter bday! And she loves it! No complaints at all.,5,-,-,https://www.amazon.com/gp/customer-reviews/R3OMKJGKVS44LZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CRMP3RQT,B0CP9YB3Q4,Size: 30 oz | Color: Rose Quartz 2.0
"Reviewed in the United States on September 15, 2024",Gabriel ,yes,-,Calidad,Excelente producto,5,-,-,https://www.amazon.com/gp/customer-reviews/RHWO6M3MV4FNE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CRMP3RQT,B0CP9YB3Q4,Size: 30 oz | Color: Rose Quartz 2.0
"Reviewed in the United States on August 31, 2024",Office Worker,-,-,no longer keeps things cold,Jake Mattison is absolutely correct - won't keep liquids cold more than a few hours (at best!).  Sweats on the outside (I wonder why...)  Good size and I've had no problem with handle or straw.,2,-,-,https://www.amazon.com/gp/customer-reviews/R2GYZQ2C06VUYC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CRMP3RQT,B0CP9YB3Q4,Size: 30 oz | Color: Rose Quartz 2.0
"Reviewed in the United States on May 4, 2024",Nikki SteenNikki Steen,yes,-,Arrived dented,Arrived dented at the bottom.  It will still stand but for as much as Stanley’s cost I am disappointed.  Will be sending back because this was supposed to be a gift.,2,https://m.media-amazon.com/images/I/711NmTYTDkL.jpg,-,https://www.amazon.com/gp/customer-reviews/R2KNXNJO6HGEZ6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CRMP3RQT,B0CP9YB3Q4,Size: 30 oz | Color: Rose Quartz 2.0
"Reviewed in the United States on September 1, 2024",annaanna,yes,-,I have become a Stanley girl,"I bought two Stanleys (this one and another color) for my boyfriend and I a few weeks ago. Not a day has passed where we haven't drank out of them! It has become my new favorite way to drink water, as it keeps it ice cold all day! This color is also quite cute and I'm a big fan of the handle and straw. Its super easy to clean too! I just put the individual compartments in the dishwasher :)",5,https://m.media-amazon.com/images/I/61TbcoAmL+L.jpg,-,https://www.amazon.com/gp/customer-reviews/R3GCRUOP0JF4LD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CRMP3RQT,B0CP9YB3Q4,Size: 30 oz | Color: Rose Quartz 2.0
"Reviewed in the United States on August 13, 2024",Hope Wilson MinerdHope Wilson Minerd,yes,-,Quality,I like the rose quartz color :) Beyond that this is a quality made product. I like that it’s stainless steel inside. It also keeps my water cool . It’s easy to hold doesn’t leak it’s a good value . It’s sturdy and I recommend it to everyone. Choose your color :),5,https://m.media-amazon.com/images/I/71OBWq4u1IL.jpg,-,https://www.amazon.com/gp/customer-reviews/RJM9W5MZ6C4YU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CRMP3RQT,B0CP9YB3Q4,Size: 30 oz | Color: Rose Quartz 2.0
"Reviewed in the United States on August 15, 2024",eloisa marte,yes,-,Durability,It came in and I loved it. But a few days later it easily scratched and got stained.,3,-,-,https://www.amazon.com/gp/customer-reviews/RGCJ75FQP0G7J/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CRMP3RQT,B0CP9YB3Q4,Size: 30 oz | Color: Rose Quartz 2.0
"Reviewed in the United States on September 1, 2024",Amazon Customer,yes,-,The best water bottle ever period,The amount of time this water bottle keeps liquid cold for is freaking crazy. It holds so much water and if you get the topper and no leak kit it’s perfect it is so durable and the handle is so convenient.,4,-,-,https://www.amazon.com/gp/customer-reviews/R24HLR717M8G17/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CRMP3RQT,B0CP9YB3Q4,Size: 30 oz | Color: Rose Quartz 2.0
"Reviewed in the United States on August 31, 2024",PEC,yes,-,Beautiful & Well Made Cup,"The Rose Quartz is gorgeous in person. It’s like a cross between beige and light pink. If you enjoy pinks and neutral tones, this will be a nice addition to your collection. Definitely a must-have for anyone that likes to match their cup to their outfit and this color being soo popular now. I love that these cups can go in the dishwasher, bc handwashing just isn’t it. Keeps my drinks icy cold days. So many cute, versatile accessories available. Amazon has a better price on these than the Stanley1913 site, along with major other competitors. The cup itself is very durable and heavy duty, but not heavy. I pair a bent 30-40oz white or pink silicone straw with my cups. I had a friend that cracked a tooth drinking from a metal straw while driving. You always want to give your kids silicone straws, too. The 30oz capacity is perfect for anyone going all-day and should see you through your work day. While I have a 40oz, I feel like the 30 is less bulky and takes up less room in my car and in my workspace. Don’t get me wrong tho, I love my 40s, too!! I think it’s great to have an assortment for your drink needs depending on what you’re doing that day. :)",5,-,-,https://www.amazon.com/gp/customer-reviews/RIBF286O4I8SD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0CRMP3RQT,B0CP9YB3Q4,Size: 30 oz | Color: Rose Quartz 2.0
Starter Plan or higher is required in order to access reviews beyond 100.,,,,,,,,,,,
