Date,Author,Verified,Helpful,Title,Body,Rating,Images,Videos,URL,Variation,Style
"Reviewed in the United States on February 24, 2023",Alma RazoAlma Razo,yes,yes,Color muy lindo,"No tenía muchas expectativas con este producto ya que he visto muchas malas reseñas sobre el descascaro de la pintura y problemas con el mango , mi vaso llego en muy buen estado me encanto todo,  rápida entrega y empacado muy bien , mi opinión es que tengas mucho cuidado no todos los productos son genuinos hay muchas copias por aquí fíjate que realmente sea un Stanley real .",5,https://m.media-amazon.com/images/I/61-fhCB8kmL.jpg,-,https://www.amazon.com/gp/customer-reviews/R3G0GHL0IV04VW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on February 7, 2023",karenlovesbellabookarenlovesbellaboo,yes,yes,Perfect!,Came in earlier than expected! Item is as expected. So happy I found this coz every other ones I found are so expensive and not sure of the authenticity. This is the real deal! Love my tumbler!!!,5,https://m.media-amazon.com/images/I/61Y8R43gJCL.jpg,-,https://www.amazon.com/gp/customer-reviews/R23QXENV0BLL2C/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on April 4, 2023",Amanda S.,yes,yes,"My daughter is obsessed with this cup, but it’s not leakproof","My preteen daughter, like many others, is obsessed with her new Stanley cup. It is a very pretty shade of light pink, and seems very sturdy and keeps her ice water cold for a long time. However, for those seriously debating getting this cup, it is HUGE and barely fits in standard cup holders. It does not fit in the side pockets of most backpacks. And it is HEAVY - way heavier than any of the Yetis, Swigs and Corkcicles we own. And it is DEFINITELY not leakproof!!  I’m not sure how you can advertise it as such when it had a straw. My daughter set hers on her bed one time and it fell over and all 40oz of water spilled very quickly onto her bed.  Pretty disappointing for a product from a company that makes camping stuff.",4,-,-,https://www.amazon.com/gp/customer-reviews/R5X403FJKF1I7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on December 20, 2022",anne whiteanne white,yes,yes,Damaged,I love the cup itself. However it’s not cheap and for the amount of money I paid for it you think they would package it better. It came in a box too small for it and the straw is completely bent. Do better Stanley.,2,https://m.media-amazon.com/images/I/712dzhqhe5L.jpg,-,https://www.amazon.com/gp/customer-reviews/R27WVYM4Y87479/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on February 24, 2023",NataliaNatalia,yes,yes,Love my new cup!,All though I love my new cup I was sad to find small dents because it was only shipped with tissue paper not very much protection.,4,https://m.media-amazon.com/images/I/61DZK8n81AL.jpg,-,https://www.amazon.com/gp/customer-reviews/R1DB5HHHT0YNNV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on January 5, 2023",Danielle A.,yes,yes,Not sure but I think mine is defective,"After waiting for delayed shipping and for the ridiculous cost to come down, I bought this cup. It arrived in seemingly normal condition but when I went to wash it it became abundantly clear within about 5 seconds the handle was extremely loose.  I tried to tighten it with a hex tool but to no avail. So sad and disappointed and seller doesn’t offer support for this item. If I don’t hear from Stanley soon I will return",1,-,-,https://www.amazon.com/gp/customer-reviews/R3HUNRGMKVCL8N/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on February 28, 2023",Ileana Marie ,yes,yes,Spills like crazy,"This water bottle is popular for a reason! It keeps my drinks cold and helps me drink so much more water than i did before! My only issue is that it isn’t spill proof, one tip over and a ton of water comes out of the straw and the whole top of the lid. Super annoying.",4,-,-,https://www.amazon.com/gp/customer-reviews/RLJM3K518HVJ5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on November 19, 2023",Bryleigh ThompsonBryleigh Thompson,yes,yes,good,item as described,5,https://m.media-amazon.com/images/I/61P8kbzdNZL.jpg,-,https://www.amazon.com/gp/customer-reviews/R2E4T7XMX8DGI5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on January 5, 2023",Jeff Kennemer,yes,yes,I e melted in less than 2 hours,"Spent almost $80 on this and the ice melted in it the very first use, within two hours. Totally not worth the money.",1,-,-,https://www.amazon.com/gp/customer-reviews/R2CGN87P2GN95V/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on December 21, 2023",Janet S.,yes,yes,Love it!,I would highly recommend!,5,-,-,https://www.amazon.com/gp/customer-reviews/RAUC2V6S1UMMW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on August 3, 2023",Anna ,yes,yes,LOVE,I love this cup so much. The pink is my favorite and it holds ice very well plus keeps your drink cold for over 24 hours. The only thing I dislike is the price on it.,5,-,-,https://www.amazon.com/gp/customer-reviews/R2I5AG334FF9HH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on December 20, 2022",Alondra Redd,yes,yes,Fits my car cup holder!!!,I absolutely love that fits my car cup holder!! Very sturdy! Super super pretty color and design and does keep my water cold for a long time. Also I feel like the wide straw makes me drink more water throughout the day. It was a bit pricey but I can understand since that color is sold out on the Stanley website..,5,-,-,https://www.amazon.com/gp/customer-reviews/R1F1T3TEO1JHWV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on February 10, 2023",At617,yes,yes,❤️❤️❤️,"Honestly, the cup is worth the hype and especially from this seller. Yes, it’s marked up slightly but worth the extra $20 considering you can’t purchase them anywhere else. The cup came in just under 2 days and in perfect condition. Highly recommend this cup & seller. Thanks!",5,-,-,https://www.amazon.com/gp/customer-reviews/R2BXSW6SNQ86NO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on June 17, 2024",KMR,yes,yes,Not sure if it’s an actual Stanley/buyer beware .,"Rip off. I bought this product April 11,2024 and the review is June 17,2024 and the cup has rust all over the rim. Disappointing for sure.",1,-,-,https://www.amazon.com/gp/customer-reviews/R2BK2TGNKEWOOG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on February 22, 2024",wisegirlwisegirl,yes,yes,Handle broke off only 2 months!,I bought this as a Christmas gift for my niece. The handle broke off after only two months so disappointing. The return policy is only 30 days.,1,"https://m.media-amazon.com/images/I/61+KgJrns3L.jpg , https://m.media-amazon.com/images/I/61bUak0bXLL.jpg",-,https://www.amazon.com/gp/customer-reviews/R3G0UPEXUXTNHI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on September 23, 2023",Disappointed Disappointed ,yes,yes,Disappointed,I paid all that for it to come like this? :/ I’m disappointed:(,1,https://m.media-amazon.com/images/I/61Lz0d9aIbL.jpg,-,https://www.amazon.com/gp/customer-reviews/R3AAAXALO5G6YT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on March 9, 2023",ParisParis,yes,yes,Damaged and beat up when delivered,You spend $70 on a water bottle to receive it damaged and scuffed up,1,"https://m.media-amazon.com/images/I/51NimTCfXUL.jpg , https://m.media-amazon.com/images/I/61PSysAFeWL.jpg , https://m.media-amazon.com/images/I/61PUgcrkPlL.jpg",-,https://www.amazon.com/gp/customer-reviews/R7X2TF6I07AXP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in Australia on February 11, 2024",anomanom,yes,yes,Broken,Came And lid don’t fit properly,1,https://m.media-amazon.com/images/I/61X8gllDxBL.jpg,-,-,-,-
"Reviewed in Mexico on February 2, 2024",ElenaElena,yes,yes,El producto es bueno,"El producto es bueno pero creo que viene con defectos de fábrica porque la tapa no cierra bien, le queda muy floja y fácilmente se sale el líquido.",3,https://m.media-amazon.com/images/I/61axYrwO40L.jpg,-,-,-,-
"Reviewed in the United States on May 4, 2023",Adriana NuñezAdriana Nuñez,yes,yes,¡Tienen que enviarlo más protegido!,"No puedo creer todas las reseñas que este producto tiene con respecto al embalaje. No fui la excepción. Llegó con solo dos pequeñísimos detalles de pintura y me parece que fue debido a la GRAN caja en la que fue depositado y la poca protección que traía por dentro. Es evidente que se venía golpeando durante todo el viaje y tienen que empezar a hacerlo diferente. Fuera de eso, el producto cumple. Sí es bastante grande y al llenarlo por completo con líquido llega a ser bastante pesado y aunque trae asa, hay que sostenerlo con ambas manos (al menos yo). Sin embargo, espero que pueda cumplir mis metas de ingesta diaria de agua y me sea útil para viajes. La verdad sí está precioso en cuanto a color y también está cool el sistema de tapa que trae (aunque si se voltea por completo se va a derramar, no es a prueba de fugas).",4,"https://m.media-amazon.com/images/I/61KLEeqOuOL.jpg , https://m.media-amazon.com/images/I/61ZT8IBFVsL.jpg",-,https://www.amazon.com/gp/customer-reviews/R1JTJY0CSVDU2C/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on May 13, 2024",julia dukajjulia dukaj,yes,yes,a new family member,"if you do not want a kid do not get this thing. a 40 oz jug is the same as a mini baby. carrying it with you everywhere is a motherly duty. “time to feed (refill) her!” “time to wash her!” “she is warm, time to cool (put ice) her!” it is a full responsibility. the only issue is that i have to take off all of the pieces every time i wash it which makes me not want to use it at times. it collects mold if u don’t wash every little piece and i learned that the hard way after finding black, u have to pop out the little pieces and plastic rings on the inside. don’t get sick u guys. i know it’s maybe even a little consumerism. what it truly is though is a personality upgrade. i will gladly chug my stanley along as a part of my identity. thank u",5,https://m.media-amazon.com/images/I/51-b5EeaGJL.jpg,-,https://www.amazon.com/gp/customer-reviews/RLOYAG80HJ7SW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on March 16, 2023",kammyyy 🫶🏼kammyyy 🫶🏼,yes,yes,definitely worth it !!!,"this is the first review i’ve ever written but i believe it’s well deserved ! to start , it came 3 days earlier than expected !! it was packaged very well && the cup was in perfect condition ! i’ve had it for 3 days now && only replaced the ice maybe twice ! i will say though , it’s definitely not leak proof but i’m not too clumsy so that’s not a problem for me . i’m absolutely OBSESSED wit my stanley ; the looks && function of it !! if you’re debating on whether to purchase this tumblr or not , i would say to definitely go for it !",5,"https://m.media-amazon.com/images/I/61D22f5PUAL.jpg , https://m.media-amazon.com/images/I/61WenSM2VsL.jpg , https://m.media-amazon.com/images/I/61YR2+7f0lL.jpg",-,https://www.amazon.com/gp/customer-reviews/R1FZ821LDFDZS2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on February 16, 2023",MaggieMaggie,yes,yes,BEST CUP EVER AND SO PRETTY!,Absolutely obsessed! Beautiful pink quartz color! Easy to hold and helps me drink more water!,5,https://m.media-amazon.com/images/I/71wz0eZREXL.jpg,-,https://www.amazon.com/gp/customer-reviews/R2W87VYL90GDQF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on March 8, 2023",brookie,yes,yes,Stanley,The handle sounds like it fixing to pop out and it definitely not leaking proof,1,-,-,https://www.amazon.com/gp/customer-reviews/R1JXYPXTVRB1IE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on January 20, 2023",Amazon Customer,yes,yes,Damaged: No critical thinking,"This cup was sent in a plastic bag, so it got damaged was wobbly, not usable. Nothing against Stanley, who ever packed and shipped needs to use critical thinking; its going to get banged around so it needs to be in a box.",1,-,-,https://www.amazon.com/gp/customer-reviews/R3P7HZBNCD9I0D/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on December 24, 2022",deborah burgess,yes,yes,it was poorly packaged  straw was poking out of the box.  just wrong for the price,a gift for my granddaughter so not sure;  just unhappy with the packaging for such an expensive item,3,-,-,https://www.amazon.com/gp/customer-reviews/R2PTVQ1NN1JX2Q/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on March 18, 2023",Big Ma,yes,yes,makes me drink more water,It's way overpriced obviously. But it's really cute and easy to hold when your always bringing a million things up and down the stairs like me. Also it fits in your car cup holder unlike a lot of other big water bottles. With that being said you can find the same thing for way cheeper. Im just easily influenced🤷🏻‍♀️,4,-,-,https://www.amazon.com/gp/customer-reviews/R1O6JS0XBH55F/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on February 22, 2023",StephanieA85 ,yes,yes,Keeps my ice longer,"Great cup to keep cold and maintains the ice for a while. Yes- it leaks pretty quickly and easily when knocked over with the straw in it. This one was good for the price I paid, but I don’t see why some cost more than others. Love the straw!",4,-,-,https://www.amazon.com/gp/customer-reviews/R2XDZNTIEOPVWD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on January 15, 2023",Alyssa,yes,yes,Love the handle and color!,"Love the handle, color, and how the lid holds the straw in",4,-,-,https://www.amazon.com/gp/customer-reviews/R1JAOX4T0G22CY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on February 6, 2024",Kyla,yes,yes,Handle broke within a couple weeks,Handle Brooke within a couple weeks. Disappointed I spent so much on this and it broke,5,-,-,https://www.amazon.com/gp/customer-reviews/R21PER9CEY8OJQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on December 4, 2023",Lori,yes,yes,Great value,I got this at a great price. Every athletic teenager wants a Stanley cup now. The pink and rose colors are very popular!,5,-,-,https://www.amazon.com/gp/customer-reviews/R21PXHOH0Y94NE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on May 17, 2023",Amazon Customer,yes,yes,Worth it,"I love this water bottle. It motivates me to drink a lot more water. It’s super light and perfect so I can carry around everywhere, but it took forever to ship.",5,-,-,https://www.amazon.com/gp/customer-reviews/R1P0HN9TTUHKH9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on March 16, 2024",YayaYaya,yes,yes,"My Stanley had scratches on the bottom on the handle, and even by the logo",I don’t like that had scratches on it and it didn’t come without scratch. It came without scratches it would have been fine,1,"https://m.media-amazon.com/images/I/51aFXYqJ-zL.jpg , https://m.media-amazon.com/images/I/716MbWd1C9L.jpg",-,https://www.amazon.com/gp/customer-reviews/R3FETYTCFR51RD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on February 14, 2024",Abdulaziz,yes,yes,Leaking,"When its on lock mode which should be not letting and liquid getting out from it, the leaking its too much",1,-,-,https://www.amazon.com/gp/customer-reviews/R1CBX6V3FUPHD1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on February 13, 2024",Nicole C. Nicole C. ,yes,yes,Terrible purchase,My daughter purchased this Stanley cup less than two weeks ago on Feb 1st. The paint coating has already started peeling off around the handle. Several areas along the body where the coating is also coming off in what appears to have melted on the top rack in dishwasher; and as you can clearly see it’s marked “dishwasher safe”.  Also has several spots of rust developing along the top. Very disappointed! Saddest part is my 8 yr old daughter saved up her money to buy this junk!!,1,"https://m.media-amazon.com/images/I/61ByYNl6diL.jpg , https://m.media-amazon.com/images/I/61CXhDxdFWL.jpg , https://m.media-amazon.com/images/I/61KWWhwOLkL.jpg , https://m.media-amazon.com/images/I/61ehk1l5GAL.jpg , https://m.media-amazon.com/images/I/7131Ai74zSL.jpg",-,https://www.amazon.com/gp/customer-reviews/R3HVDFOZTHAL02/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on March 6, 2024",Monica W,yes,yes,I think my Stanley is broken,"So I bought a new Stanley because the original Stanley that my son got me from the company I left in an Uber. So I decided to try Amazon to get a replacement and I did. The problem with this Stanley is my ice is melting and my warm beverages get cold after like one hour. I am highly disappointed and I want to know what do I need to do to get a new one?  my advice is to order your Stanley directly from the company. I would have given it one star, but I gave it to stars because I did receive my Stanley in the proper time frame that they promised me on the Amazon website..",2,-,-,https://www.amazon.com/gp/customer-reviews/R2CXU6R7N3BOVV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on January 20, 2024",Amazon CustomerAmazon Customer,yes,yes,A Stanley!,The product came scratched but otherwise as described. The color is beautiful!,4,https://m.media-amazon.com/images/I/61EOgMFCEvL.jpg,-,https://www.amazon.com/gp/customer-reviews/R3SV7JO7DC169W/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on September 9, 2023",Trendyfinds14Trendyfinds14,yes,yes,The Stanley cup is worth the money!,I really wanted the light pink Stanley tumbler and wasn’t able to find it in stock anywhere. But Amazon had it! I love it! I can leave it in the hot car and it will still have ice in it at the end of the day. It holds 40 ounces of water but is still lightweight and easy to carry around.,5,https://m.media-amazon.com/images/I/71YNeweBliL.jpg,-,https://www.amazon.com/gp/customer-reviews/R1YK28LQA2CQAD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on June 23, 2023",JUAN ORTEGA PINEDAJUAN ORTEGA PINEDA,yes,yes,LOVE IT,i absolutely love it. it’s so cute & will keep me hydrated.,5,https://m.media-amazon.com/images/I/71srO0jEFCL.jpg,-,https://www.amazon.com/gp/customer-reviews/R1LS4TGNN4BAIP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in Germany on June 25, 2024",Konstantinos KKonstantinos K,yes,yes,Geld lohnt sich,Es passt sehr viel Wasser im den Stanley Cup und behält das Wasser auch sehr lange kalt. Das einzige Ding ist mein Strohhalm kam ein wenig verbogen. Ansonsten super Kauf Idee! Lohnt sich sehr!,5,"https://m.media-amazon.com/images/I/61koPEFhiYL.jpg , https://m.media-amazon.com/images/I/71nll9yyiOL.jpg",-,-,-,-
"Reviewed in Mexico on February 2, 2024",David GutiérrezDavid Gutiérrez,yes,yes,Excelente!,"Muy buen tamaño, excelente calidad. Llego antes de lo esperado y muy bien empaquetado!",5,https://m.media-amazon.com/images/I/61KaI5vVfTL.jpg,-,-,-,-
"Reviewed in Canada on May 16, 2023",lisa marie malanfantlisa marie malanfant,yes,yes,Love it,"I love this Stanley travel mug, keeps my water cold all day, and the color is just the perfect very slight shade of pink.. 👍🏼",5,https://m.media-amazon.com/images/I/61nhPQf0+AL.jpg,-,-,-,-
"Reviewed in the United States on August 1, 2023",this was a gift to a friend and she absolutely loved it,yes,yes,Bad quality,"you would think it be good quality, but it fell off of a desk, 3 feet from the ground and broke",1,-,-,https://www.amazon.com/gp/customer-reviews/R3UH3LBH7ZOKER/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on May 15, 2023",Taylor,yes,yes,Broke,It broke very shortly after I got it... All I did was drop it once and the handle broke off,1,-,-,https://www.amazon.com/gp/customer-reviews/RYVTSSXF4XVT0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in the United States on April 16, 2023",Amazon Customer,yes,yes,Dented,Unfortunately it arrived dented on the bottom.,1,-,-,https://www.amazon.com/gp/customer-reviews/R1KTYG9FZJMWN3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BD6XRYK8,-,-
"Reviewed in Canada on May 28, 2023",Jennifer Spackman,yes,yes,Handle broke off,I loved this tumbler. I thought I found THE one! But then I dropped it.  Once.  And the handle snapped off.  Not even Gorilla Glue holds it back on.For how heavy this is the handle should be drilled to it.  To prevent this exact thing.Waste of $110 IMO,1,-,-,-,-,-
