Date,Author,Verified,Helpful,Title,Body,Rating,Images,Videos,URL,Variation,Style
"Reviewed in the United States on February 25, 2023",Paulina GuzmanPaulina Guzman,yes,yes,Great buy! Worth the price!,"I had been waiting for these to be re-stocked! So happy I found it on Amazon. The only bad thing is that it came with a tiny dent on the side, but honestly you can barely even see it. Other than that, 5 stars overall!",5,https://m.media-amazon.com/images/I/61kZUs5Kp3L.jpg,-,https://www.amazon.com/gp/customer-reviews/R1BZHOIS5V55X3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United States on February 23, 2024",Annette Johnson,yes,yes,I use it all the time!,"I'll admit, it's just a cup. But it's a very good cup, and I like the way it looks. It is leak proof enough that when I'm lying in bed and I want to take a sip, no water pours on me.It keeps my coffee hot long enough so then I can have some in the morning before my walk and some after my walk without it cooling at all.This isn't the best cup if you're going hiking or out on the town. But this is a great water bottle if you are working at a desk all day and you want to keep habitually drinking water throughout the day. Definitely recommend!",5,-,-,https://www.amazon.com/gp/customer-reviews/R2FNP83FE2E2SC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United States on October 26, 2023",Maimouna Fall,yes,yes,Really cute!,I love this cup and I think the 30oz is the perfect size! Not too big or too small. Took off a star because it came with a little scatch.,4,-,-,https://www.amazon.com/gp/customer-reviews/RPYGOQ4X7RGN9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United States on July 16, 2023",KenKen,yes,yes,Arrived in Perfect Condition,I got lucky.  Stanley 30oz and Simple Modern 40oz arrived in perfect condition.  Love both brands. I drink cold beverages from a straw so either tumbler works great. Simple Modern has innovative screw lid so straw hole can be adjusted 4 ways.  It always lines up perfectly if you use your right or left hand.  Love these colors.,5,https://m.media-amazon.com/images/I/81GvOEnVJhL.jpg,-,https://www.amazon.com/gp/customer-reviews/R18JQBJ00FL569/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United States on April 21, 2024",BHBH,yes,yes,"Love Stanley cups, wish Amazon knew how to pack them","I love all my Stanley cups but needed a bigger one for work. Like other comments have stated, the packing is terrible. I'm confused as to why $60 cups were packaged in a box WAY too big with no protection whatsoever. I hesitatantly ordered a replacement but will be requesting a refund if this one is banged up too.",1,"https://m.media-amazon.com/images/I/71HoUgiG6uL.jpg , https://m.media-amazon.com/images/I/71gpJRyfiRL.jpg , https://m.media-amazon.com/images/I/71hEK+IHHTL.jpg",-,https://www.amazon.com/gp/customer-reviews/R3BVW15TPVYYUJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0C7SD173Y,Style: 64 oz | Color: Black Glow
"Reviewed in the United States on January 26, 2024",laura chowlaura chow,yes,yes,Unhappy,"This is a gift for my granddaughter and I was so excited to get it so quickly when I went to wrap it for her party tonight, I can clearly see that it has been opened previously (kind of creepy since it was only the straw portion). I don't have time to reorder and it does have to be washed, however it just gives the feel of giving a used product that I paid full price for",4,https://m.media-amazon.com/images/I/61JiBUUCMZL.jpg,-,https://www.amazon.com/gp/customer-reviews/R3BOC3TA4Q1MFE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United States on April 19, 2024",Lizzy. ELizzy. E,yes,yes,Worth the hype!,This is definitely worth the hype! It keeps my water cold all day. Ive been drinking more water since I got it. The straw and the handle on the cup makes drinking water more spontaneous. I don’t have to think about it. I will definitely be purchasing a smaller one for coffee. Great purchase!,5,https://m.media-amazon.com/images/I/61d29f8iwdL.jpg,-,https://www.amazon.com/gp/customer-reviews/R1GWFWLJTHZ6OU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United States on March 28, 2024",KellyyyylynneKellyyyylynne,yes,yes,I take my Stanley everywhere,"We love our Stanley's in this house.  We take them with us everywhere.  They are fantastic, ice lasts for days and our water is always cold.  It is so easy to clean and take care of.  A little TLC with it goes a long way.  I take it apart to make sure the lid and all the openings get clean.",5,https://m.media-amazon.com/images/I/61NGcxkMBlL.jpg,-,https://www.amazon.com/gp/customer-reviews/R14A2WKHGLTUR6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United States on January 3, 2024",KeniaKenia,yes,yes,It's perfect...,I mean it's a stanley you can't go wrong. Holds ice for about 24 hours. I bring it everywhere with me. Water stays could for almost 2 days. Buy a leak protection kit though!! Only like $5.,5,https://m.media-amazon.com/images/I/61ATA4dnJdL.jpg,-,https://www.amazon.com/gp/customer-reviews/RGG4KPX5INF0V/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United States on June 9, 2023",Beth O.Beth O.,yes,yes,Exactly What I Wanted,"I was looking for a cup that would help me drink more water but I’m picky. I wanted something that would match the aesthetic of my office (I know, that’s silly), keep my water very cold (I won’t drink it if it’s not ice cold), and had a straw (I drink more if I have a straw). This was everything I wanted and arrived 4 days earlier than expected!! Love it!",5,https://m.media-amazon.com/images/I/71LIzcNLfVL.jpg,-,https://www.amazon.com/gp/customer-reviews/R3J9OU24PYEDWP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United States on April 24, 2023",MadelynMadelyn,yes,yes,Love love love,"It came 3 day’s early! I was nervous because of the other reviews but mine was perfect. Correct color, no damage, and a pretty decent price compared to stores! I chose (free) Amazon packaging so idk if that made a difference since mine wasn’t just “thrown in the box” over all very happy!",5,https://m.media-amazon.com/images/I/61Lze7q3ykL.jpg,-,https://www.amazon.com/gp/customer-reviews/RA3IMS7PIU2UP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in Canada on January 24, 2024",Sara Rizzo,yes,yes,Keeps water cold all day,Got this Stanley for my husband for Christmas and he really likes it. Keeps his water really cold all day and night if he needs especially when you add ice. I got the 64oz and it’s perfect for him because it holds so much and he doesn’t have to refill it at all throughout the day. Love the matte black look for him too.,5,-,-,-,B0C7SD173Y,Style: 64 oz | Color: Black Glow
"Reviewed in the United States on January 22, 2024",Terri Williams,yes,yes,Great cup...however....,"I have the 30oz Stanley.  Love the handle, straw and the three position lid.  I really love the fact that it can go in the dishwasher.  However.....I gave four stars for one reason....I put ice and water in it and the ice melts down to almost nothing by the day's end.  I will put ice almost halfway up the cup at 10am and by 7pm, most of it has melted down to the narrow part at the bottom.  I am not putting in warm water just in case you wondered.  This is water from my fridge dispenser so it is cold already.  It is winter, so I am not leaving it out in the sun either.  My Yeti doesn't seem to allow the ice to melt as fast.  It is a nice cup though.",4,-,-,https://www.amazon.com/gp/customer-reviews/R2G3LK1T46KA9I/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United States on November 21, 2023",CherylCheryl,yes,yes,Horrible Leakage.,This cup is horrible. It leaks everywhere. Can’t place it down anywhere. Falls over in the car seat and water waste. Only good for in the house use. I don’t recommend for people who workout or travel.,1,https://m.media-amazon.com/images/I/61S0OT4a1uL.jpg,-,https://www.amazon.com/gp/customer-reviews/R1E5TMX92HVB27/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0C7SD173Y,Style: 64 oz | Color: Black Glow
"Reviewed in the United States on April 13, 2023",Josh FanninJosh Fannin,yes,yes,Damaged product received,Product was damaged straight out of the package.  Several light spots that are very noticeable are scattered on the surface of the cup.  My daughter got it from the mail and took the packaging ring off so it is not returnable.,1,"https://m.media-amazon.com/images/I/814lSXk-HnL.jpg , https://m.media-amazon.com/images/I/81Y3ME78c2L.jpg",-,https://www.amazon.com/gp/customer-reviews/R13VXW6Y5EQ40A/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United States on April 4, 2023",KBKB,yes,yes,Damaged,Opened it up and it’s damaged right out of the box!,1,https://m.media-amazon.com/images/I/718jJZatVjL.jpg,-,https://www.amazon.com/gp/customer-reviews/R2NQ09CBJYUYQD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United States on January 14, 2024",Elizabeth BullardElizabeth Bullard,yes,yes,Handle not attached,My tumbler arrived with the handle not attached and I do not see instructions on how to attach. Am I missing something?,2,https://m.media-amazon.com/images/I/51DelYyV26L.jpg,-,https://www.amazon.com/gp/customer-reviews/RRQD8TD0M0MM6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United States on April 3, 2023",Lmoody1025Lmoody1025,yes,yes,Doesn’t come individually boxed,Ordered 2 of these for teacher appreciation week to get ahead of the game.the cups themselves are great but  If these are directly from Stanley I don’t understand why they don’t come in an individual box. Now both are scratched from just being thrown in a box.,3,https://m.media-amazon.com/images/I/71UPezY-50L.jpg,-,https://www.amazon.com/gp/customer-reviews/R129RM4UA26VSX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in Mexico on November 16, 2023",Brisia CastañedaBrisia Castañeda,yes,yes,Producto original,"El vaso es original pero por el precio y la calidad de la marca creo que no los empaquetan o almacenan con cuidado bien, trae unas marca como si se hubiese rayado aunque el color no se le cayó.",3,"https://m.media-amazon.com/images/I/61K5H0vAeIL.jpg , https://m.media-amazon.com/images/I/61zyj4naSdL.jpg",-,-,B0C7SD173Y,Style: 64 oz | Color: Black Glow
"Reviewed in the United States on June 15, 2024",ZenoZeno,yes,yes,Quality cold water for hours!,"Product was shipped without any box, just paper bags wrapped around but somehow no dents or visible damages were seen.Cold water with ice can last hours on end, the handle is very comfortable and the product is easy to clean. No odors with any drinks after washing.",4,"https://m.media-amazon.com/images/I/61+fgHuLyYL.jpg , https://m.media-amazon.com/images/I/61e3RJcHDGL.jpg , https://m.media-amazon.com/images/I/61gSPyoMCBL.jpg , https://m.media-amazon.com/images/I/61gjvFu3fvL.jpg",-,https://www.amazon.com/gp/customer-reviews/R3EBLPF3TAHJ9M/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0C7SD173Y,Style: 64 oz | Color: Black Glow
"Reviewed in the United States on May 1, 2023",krista collinskrista collins,yes,yes,crooked label,"love this cup! but, the label was crooked…very good quality besides that.",4,https://m.media-amazon.com/images/I/61F5W1YdEnL.jpg,-,https://www.amazon.com/gp/customer-reviews/R1JFGVAHF4YAY1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United States on October 3, 2023",NatNat,yes,yes,Love it,"Love it so much, but if leak problems will be solved it would be greatest cup of the time :)",5,"https://m.media-amazon.com/images/I/71IdqxcExUL.jpg , https://m.media-amazon.com/images/I/71uDVVJQG1L.jpg",-,https://www.amazon.com/gp/customer-reviews/R3O7ZZC1OILJHT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United States on August 6, 2023",BaleighBaleigh,yes,yes,A Necessity!!!,Originally had no intention of buying one but now it’s like my favorite thing I own 🤣 ice stays in there and drink stays cold for literally days!! I know this is gunna be my number one necessity in college this year! ( if I could give it more then 5 stars I would),5,https://m.media-amazon.com/images/I/71Zg-iw9zqL.jpg,-,https://www.amazon.com/gp/customer-reviews/R3LD4MD0E2EXCN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United States on August 6, 2023",Mrs.LyversMrs.Lyvers,yes,yes,10/10 Recommend,Exactly what I expected it to be. Holds ice longer than the Yeti 🫶🏾.,5,https://m.media-amazon.com/images/I/61Jts9-lSDL.jpg,-,https://www.amazon.com/gp/customer-reviews/R2QB7XOSWZSB8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United States on April 27, 2023",SARAHVSARAHV,yes,yes,Love it,"Heavier than I thought fit would be, but getting used to it. Love the no straw option by twisting the top bar.",5,https://m.media-amazon.com/images/I/61BUvoNg63L.jpg,-,https://www.amazon.com/gp/customer-reviews/R149OU2KSOTMZ4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United States on April 23, 2023",Amazon CustomerAmazon Customer,yes,yes,Loooove this so much,"I loved this so much, I gave to my husband and bought me a 40 oz. It did come in a poly mailer ,which some people may have had trouble with, but this one did great.  Maybe it was the coating or I'm favored by the Stanley gods, either way, lm a Stanley addict now.",5,https://m.media-amazon.com/images/I/61Y4Uxfcy8L.jpg,-,https://www.amazon.com/gp/customer-reviews/R2JAD7LTSYT4BF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in Mexico on June 10, 2024",Adrian AlonsoAdrian Alonso,yes,yes,Mi thermo favorito,"Tengo ya un par de años usando thermo, y quería algo un poco mas grande. Y creo que este es la opción perfecta para usar en la casa. Es pesado cuando está lleno, pero considerando que solo lo muevo de la cocina a mi oficina, la verdad es que no tengo ningún problema.",5,https://m.media-amazon.com/images/I/71PaXemE4WL.jpg,-,-,B0C7SD173Y,Style: 64 oz | Color: Black Glow
"Reviewed in the United States on October 31, 2023",Amazon Customer,yes,yes,Not the greatest cup,"Bought this cup for my daughter because all the kids have it.  It's not great.  The top is very hard to get off, when you carry it by the handle it's tipped so water leaks out of the straw area, and then my daughter dropped it and the handle busted off.  The ""lifetime warranty"" doesn't cover it.  Only if the handle suddenly popped off by itself.  So it's not even made for durability.  Wont be spending that kind of money on another stanley.",1,-,-,https://www.amazon.com/gp/customer-reviews/R1FDQ6QYPPUHZC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United States on August 19, 2023",KayT,yes,yes,Disappointed,"Waited a while to jump on the bad wagon. Never really have I been disappointed before at this level. The cup is just okay, nothing fabulous about it at all. The two stars is because of the cost for what it’s giving. I have a cup I paid a fraction of the price for that is so much better. So Stanley knows the cup leaks and the solution is to make accessories/plugs? How much money does one company wish to make? Why can’t y’all redesign the lid and send everyone a new one? Just seems like if I have a cup for $12 that does not leak, clearly one for $50 can invest in the same technology. Really wish this was a fad I had skipped, so, so disappointed.",2,-,-,https://www.amazon.com/gp/customer-reviews/R2C8A9XMT7DWG8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United States on June 25, 2023",Amazon Customer,yes,yes,Missing extra lid and straw,Like the cup but realized it was missing the full coverage  lid and straw.,2,-,-,https://www.amazon.com/gp/customer-reviews/R3RJD8S4VWS9AX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United States on July 13, 2024",Lisa B,yes,yes,Hard to open,I've been using this cup for over a year. It is so incredibly difficult to open that my hand is actually injured. I love it otherwise but can't continue to use it.,3,-,-,https://www.amazon.com/gp/customer-reviews/R1D15FDOOZU51O/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United States on October 17, 2023",Amazon Customer,yes,yes,Doesn’t compare to Yeti,"Listen, I’ve used Yetis for years now. Yes, they aren’t the best looking but I’ve never found another to compare. I tried getting on the Stanley train because they are much more aesthetically pleasing…but I couldn’t. Does it work okay? Sure. But I could leave my Yeti with ice water in it in a 90° car for an entire day and guess what? It still had ice in it. This doesn’t keep drinks cold for even half of that.",3,-,-,https://www.amazon.com/gp/customer-reviews/RH35TI476TA77/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United States on June 18, 2023",sharonmclifton,yes,yes,Wrong color,Love the cup. But sent wrong color.,3,-,-,https://www.amazon.com/gp/customer-reviews/R2UDLLM1J7RYFB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United States on April 9, 2023",Shannon Perkins,yes,yes,Doesn’t keep ice from melting,"Not impressed. Not insulated like advertised. I feel like my Yeti’s, my Walmart cups and even my Amazon cheap cups keep my drinks colder much longer. I followed the trend…not a fan.",3,-,-,https://www.amazon.com/gp/customer-reviews/RI7S0AVMN0IQS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United Kingdom on January 25, 2024",MRS SANDRA M Jackson,yes,yes,Not boxed? Unsure if a genuine item.,"I’m extremely disappointed that this item was not delivered boxed or with any official Stanley documentation. I am therefore unsure as to whether it’s a genuine Stanley item? It was purchased for a gift, however I’m now feeling like it is probably a dupe of the original. Wouldn’t be an issue, if that’s what I’d thought I was buying, rather than a genuine item.",3,-,-,-,B0BS1T7R8C,Style: 30 oz | Color: Charcoal
"Reviewed in the United States on October 1, 2023",great gift,yes,yes,Great Birthday Present,"Really love, my town had none this size in stock. Shipping was quick. The only downfall is the Stanley it’s self does not come on a box. It was just the cup which I’m guessing is what caused it to have a lot of scratches on it!",4,-,-,https://www.amazon.com/gp/customer-reviews/R3VKZWNNDU5WP1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BS1T7R8C,B0C7SD173Y,Style: 64 oz | Color: Black Glow
